id	en	en_US	ja	es	ru	de	it	se	pt_BR	es_US	pl	zh	tr	fr
sys_customtracks	Custom Music		カスタム曲	Música Importada	Пользовательская музыка	Eigene Musik	Musica Personalizzata	Anpassad Musik	Músicas Importadas	Música personalizada	Niestandardowa Muzyka	自訂曲目	Özel Müzik	Musique personnalisée
sys_maintracks	Default Music		デフォルト曲	Música por Defecto	Музыка по умолчанию	Standard-Musik	Musica Predefinita	Standard Musik	Música Padrão	Música por defecto	Standardowa Muzyka	預設曲目	Normal Müzik	Musique par défaut
sys_refresh	Refresh		リフレッシュ	Actualizar	Обновить	Aktualisieren	Aggiorna	Uppdatera	Atualizar	Recargar	Odśwież	重整	Yenile	Rafraîchir
														
ta_title	Time Attack		タイムアタック	Contrarreloj	Забег на время	Zeit-Angriff	Sfida a Tempo	Tids Attack	Contra o Tempo	Contrarreloj	Atak Czasu	計時挑戰	Zamana Karşı	Contre-la-montre
ta_newrun	New Run		ニュー ＲＴＡ	Nueva Partida	Новое прохождение	Neuer Speedrun	Nuova Partita	Ny Omgång	Nova Run	Nueva speedrun	Nowy Bieg	選擇挑戰模式	Yeni Koşu	Nouvelle partie
ta_mode_title	Choose Run Type		ＲＴＡタイプ選択	Escoge el Tipo de Partida Cronometrada	Выберите тип прохождения	Speedrun-Typ auswählen	Seleziona il tipo di partita	Välj Omgångstyp	Escolha o Tipo de Run	Elige el tipo de speedrun	Wybierz Typ Biegu	選擇挑戰模式類別	Koşu Türünü Seç	Sélectionner le type de partie
ta_mode_standard	Standard		通常	Estándar	Стандартный	Standard	Standard	Standard	Aventura	Normal	Standard	標準模式	Standard	Standard
ta_mode_mainmissions	Minimalist		ミニマリスト	Minimalista	Основные миссии	Hauptmissionen	Missioni Principali	Huvuduppdrag	Missões Principais	Misiones principales	Misje Główne	極簡模式	Ana Görevler	Minimaliste
ta_mode_bossrush	Boss Rush		ボスラッシュ	Jefes	Битва с боссами	Boss Rush	Sfida sui Boss	Bossrusning	Desafio de Chefões	Cadena de jefes	Maraton Bossów	頭目連戰模式	Boss Hücumu	Boss Rush
ta_mode_leaderboard	Leaderboard		ランキング	Tabla de Clasificación	Список лидеров	Ranglisten	Tabellone	Topplista	Tabela de Classificações	Tabla de posiciones	Tablica Wyników	排行榜	Liderlik Tablosu	Tableau des classement
ta_mode_singlerun	Single Run		ＩＬ	Nivel Único	Одиночный забег	Einzel-Speedrun	Partita Singola	Enkel Omgång	Fase Única	Sólo un nivel	Pojedyńczy Bieg	自由模式	Tekli Koşu	Partie unique
ta_start	Start!		スタート	¡Comenzar!	Старт!	Start!	Inizia!	Start!	Iniciar!	¡Empezar!	Start!	開始挑戰！	Başla!	Aller !
ta_levellist	Level List		ステージリスト	Lista de Niveles	Список уровней	Level-Liste	Lista dei Livelli	Nivålista	Lista de Fases	Lista de niveles	Lista Etapów	關卡列表	Seviye Listesi	Liste des niveaux
ta_newrun_desc	Start a new speedrun!		新しいＲＴＡを始まる。	¡Comienza una nueva partida!	Начать новое быстрое прохождение!	Starte einen neuen Speedrun!	Inizia una nuova partita veloce!	Starta en ny speedrun!	Inicie uma nova run!	¡Empieza una nueva speedrun!	Zacznij nowy speedrun!	選擇您要挑戰的模式。	Yeni bir speedrun'a başla!	Démarrer un nouveau speedrun !
ta_mode_singlerun_desc	Play individual levels.		個々のレベルをＲＴＡする。	Juega niveles individuales.	Пройти отдельно уровни.	Spiele einzelne Level.	Gioca livelli individuali.	Spela individuela nivåer.	Jogue fases individuais.	Juega niveles individuales.	Graj w indywidualne etapy.	自由挑戰單一關卡。	Özel bölümler oyna.	Joue un niveau.
ta_mode_desc_anypercent	The New Game experience!\nTime ends when defeating Alf Layla Wa Layla.		ニューゲームプラス体験だ！\nアルフ・ライラ・ワ・ライラを倒すとタイムが終了する。	¡De principio a fin, desde cero!\nEl cronómetro se detiene tras derrotar a Alf Leyla wa-Leyla.	Новая игра!\nВремя заканчивается после победы\nнад Альф-Лейла-ва-Лейла.	Mit """New Game"""-Regeln!\nZeit wird gestoppt sobald Alf Layla Wa Layla besiegt wurde.	L'esperienza del New Game!\nIl cronometro si ferma quando sconfiggi Alf Layla Wa Layla.	Nytt Spel upplevelsen!\nTiden stannar när du slår Alf Layla Wa Layla.	Do começo ao fim, desde o zero!\nO cronômetro para após derrotar Alf Layla wa-Layla.	¡Experimenta un nuevo juego!\nEl tiempo se detiene al vencer a Alf Leyla wa Leyla.	Doświadczenie Nowej Gry!\nCzas kończy się po pokonaniu Alf Layla Wa Layla.	挑戰全主線任務關卡！\n計時會在打倒一千零一夜時結束。	Yeni Oyun deneyimi!\nAlf Layla Wa Layla'yı yendiğinde süre sona erer.	Une expérience New Game!\nLe chronomètre s'arrête quand Alf Layla Wa Layla est vaincu.
ta_mode_desc_goalpercent	All """Go for the Goal""" stages!\nTime ends when finishing Night Palace.		すべての「ゴー　フォー　ザ　ゴールl」ステージ！\nナイト　パレスをクリアするとタイムが終了する。	¡Todos los niveles de """Llega a la Meta"""!\nEl cronómetro se detiene tras superar el Palacio Nocturno.	Пройти все уровни до финиша!\nВремя заканчивается после победы\nнад Альф-Лейла-ва-Лейла.	Alle """Erreiche das Ziel"""-Levels!\nZeit wird gestoppt sobald Night Palace durchgespielt wurde.	Tutti i livelli """Vai verso il Traguardo"""\nIl cronometro si ferma quando concludi il Palazzo Notturno.	Alla """Sikta på målet""" banor!\nTiden stannar när du klarar Natt Palatset.	Todos as fases de """Chegue até o Fim"""!\nO cronômetro para após finalizar Night Palace.	¡Todas las misiones """Llega a la meta"""!\nEl tiempo se detiene al terminar Palacio Nocturno.	Wszystkie etapy """Dobiegnij do Mety"""!\nCzas kończy się po pokonaniu Nocnego Pałacu.	挑戰全「抵達終點」任務關卡！\n計時會在暗夜宮殿通關時結束。	Tüm """Hedefe Git""" aşamaları!\nGece Sarayı'nı bitirdiğinizde süre sona erer.	Tous les stages """Atteindre l'arrivé""" !\nLe chronomètre s'arrête en finissant Night Palace.
ta_mode_desc_bossrush	All Boss stages!\nTime ends when defeating Alf Layla Wa Layla.		すべてのボスステージ！\nアルフ・ライラ・ワ・ライラを倒すとタイムが終了する。	¡Lucha contra todos los Jefes!\nEl cronómetro se detiene tras derrotar a Alf Leyla wa-Leyla.	Пройти все уровни с боссами!\nВремя заканчивается после победы\nнад Альф-Лейла-ва-Лейла.	Alle Boss-Levels!\nZeit wird gestoppt sobald Alf Layla Wa Layla besiegt wurde.	Tutti gli scontri contro i Boss!\nIl cronometro si ferma quando sconfiggi Alf Layla Wa Laya.	Alla Boss banor!\nTiden stannar när du slår Alf Layla Wa Layla.	Todos as fases de Chefe!\nO cronômetro para após derrotar Alf Layla wa-Layla.	¡Todos los jefes!\nEl tiempo se detiene al vencer a Alf Leyla wa Leyla.	Wszystkie etapy Bossów! \nCzas kończy się po pokonaniu Alf Layla Wa Layla.	挑戰全「擊敗Boss」任務關卡！\n計時會在打倒一千零一夜時結束。	Tüm Boss aşamaları!\nAlf Layla Wa Layla'yı yendiğinde süre sona erer.	Tous les stages de Boss !\nLe chronomètre s'arrête lorsque Alf Layla Wa Layla est vaincu.
ta_start_desc	Start the run!		ＲＴＡ始める	¡Empezar la paritda!	Начать забег!	Starte den Speedrun!	Inizia la partita!	Starta omgången!	Inicia a run!	¡Comenzar speedrun!	Rozpocznij Speedrun!	開始計時挑戰！	Koşmaya başla!	Commencer la partie !
ta_levellist_desc	Show the levels being played in this run.		ＲＴＡのステージリストを表示する。	Mostrar los niveles que se jugarán en esta partida.	Показать уровни, пройденные в этом забеге.	Zeige die Levels, die in dem Speedrun gespielt werden.	Mostra i livelli attualmente giocati in questa partita.	Visa nivåerna som spelas denna omgång.	Mostra as fases que farão parte dessa run.	Muestra los niveles que se jugaran en esta speedrun.	Pokaż etapy grane w tym biegu.	顯示本次挑戰會進行遊玩的關卡。	Bu koşuda oynanmış seviyeleri göster.	Afficher les niveaux joués lors de cette partie
														
ta_results_total	Total Time		トタルタイム	Tiempo Total	Общее время	Gesamtzeit	Tempo Totale	Total Tid	Tempo Total	Tiempo total	Ogólny Czas	總共時間	Toplam Süre	Durée totale
ta_results	Results		結果	Resultados	Результаты	Ergebnis	Risultati	Resultat	Resultados	Resultados	Wynik	結果	Sonuçlar	Résultat
ta_newrecord	New Record		ニュウレコード	Nuevo Récord	Новый рекорд	Neuer Rekord	Nuovo Record	Nytt Rekord	Novo Recorde	Nuevo récord		新紀錄	Yeni Rekor	Nouveau record
ta_continue	Continue Run		ＲＴＡをつづけく	Reanudar Partida	Продолжить забег	Speedrun Fortsetzen	Continua Partita	Fortsätt Omgång	Continuar Run	Continuar speedrun	Kontynuuj Bieg	繼續計時挑戰	Koşuya Devam	Continuer la partie
ta_continue_desc	Continues the last active run.		前回のＲＴＡが続く。	Reanuda la última partida activa.	Продолжить сохранённый забег?	Setze Speedrun fort?	Continuare la partita salvata?	Fortsätt den senast aktiva omgången.	Continuar run salva?	¿Continuar la speedrun guardada?	Kontynuować zapisany bieg?	繼續上次計時挑戰紀錄。	Son aktif koşudan devam eder	Reprendre la dernière partie
ta_alert_overwrite	Overwrite current run?		前回のＲＴＡを上書きします。\nよろしいですか?	¿Quieres sobreescribir la partida en curso?	Перезаписать текущий забег?	Überschreibe jetzigen Speedrun?	Sovrascrivere la partita salvata?	Skriv över nuvarande omgången?	Substituir pela run atual?	¿Sobreescribir la speedrun guardada?	Nadpisać obecny bieg?	覆蓋本次計時挑戰紀錄？	Anlık koşunun üstüne yazılsın mı?	Écraser la partie en cours?
ta_alert_deletesingle	This will delete the record for this level. Continue?			Se borrará el tiempo récord de este nivel. ¿Deseas continuar?	Это удалит запись для данного уровня. Продолжить?	Dies wird den Rekord des Levels löschen. Weiter?				Esto borrará el registro para este nivel. ¿Deseas continuar?		您確定要刪除此關卡之記錄嗎？	Bu işlem, bu seviyeye ait kaydı silecektir. Devam edilsin mi?	
ta_alert_deletecategory	This will delete the records for this category. Continue?			Se borrarán los tiempos récord de esta categoría. ¿Deseas continuar?	Это удалит записи для данной категории. Продолжить?	Dies wird die Rekorde dieser Kategorie löschen. Weiter?				Esto borrará los registros de esta categoría. ¿Continuar?		您確定要刪除此模式之記錄嗎？	Bu kategoriye ait kayıtları silecektir. Devam edilsin mi?	
ta_restartrun	Restart Run		リスタート	Reiniciar Partida	Начать заново забег	Speedrun Neustarten	Ricomincia la Partita	Starta om omgången?	Reiniciar Run	Reiniciar speedrun	Zrestartuj Bieg	重新開始	Koşuyu Tekrarla	Recommencer la partie
ta_restarts	Restarts			Número de Reinicios	Перезапуск забега	Anzahl der Neustarts				N° de reinicios		重新開始次數		Nombre d'essais
spb_controls_random	Play Random		ランダムさいせい	Reproducir al Azar	Случайный порядок	Zufälliges Spiel	Gioca in modo Casuale	Spela Slumpmässigt	Reproduzir Aleatoriamente	Reproducción aleatoria	Zagraj Losowe	隨機播放	Rastgele Oyna	Au hasard
spb_controls_zoom	Zoom		ズームレベル	Zoom	Увеличить	Zoomen	Ingrandimento	Zooma	Zoom	Zoom	Przybliż	放大	Yakınlaştır	Zoom
spb_controls_play	Play		さいせい	Reproducir	Проиграть	Spielen	Riproduci	Spela 	Reproduzir	Reproducir	Graj	播放	Oyna	Jouer
spb_controls_hide	Hide Menu		メニュー トグル	Ocultar el Menú	Скрыть меню	Menü Verstecken	Nascondi il Menu	Göm Meny	Esconder o Menu	Ocultar menú	Ukryj Menu	隱藏選單	Menüyü Gizle	Cacher le menu
spb_controls_move	Move		うごく	Mover	Отдалить	Bewegen	Muovi	Flytta	Mover	Mover	Ruch	移動	Hareket et	Se déplacer
spb_controls_scale	Scale		サイズ	Redimensionar	Приблизить	Skalieren	Ridimensiona	Skala	Redimensionar	Escalar	Skala	縮放	Ölçek	Redimensionner
														
														
sys_options	Options		設定	Opciones	Настройки	Optionen	Opzioni	Inställningar	Opções	Opciones	Ustawienia	設定	Ayarlar	Options
option_mute	Mute		ミュート	Silenciado	Без звука	Stummschalten	Silenzia	Ljudlös	Mudo	Mudo	Wycisz	靜音	Sesini kapat	Sourdine
option_enable	Enabled		はい	Sí	Включено	An	Attivato	Aktiverad	Ativado	Activado	Włączono	啟用	Etkinleştirilmiş	Activé
option_disable	Disabled		いいえ	No	Выключено	Aus	Disattivato	Avaktiverad	Desativado	Desactivado	Wyłączono	關閉	Engellenmiş	Désactivé
option_hold	Hold		ホールド	Mantener	Удержание	Halten	Mantieni	Håll in	Segurar	Mantener	Trzymaj	長押	Tut	Maintenir
option_toggle	Toggle		トグル	Pulsar	Переключение	Umschalten	Attiva/Disattiva	Växla	Ativar/Desativar	Activar/Desactivar	Wciśnij	切換	Değiştir	Activer / Désactiver
option_both	Both		両方	Ambos	Оба варианта	Beides	Entrambi	Båda	Ambos	Ambos	Oba	同時啟用	İkiside	Les deux
option_attack	Attack		アタック	Atacar	Атака	Angriff	Attacco	Attackera	Atacar	Atacar	Atak	攻擊	Saldır	Attaquer
option_stomp	Stomp		ストンプ	Caída Rápida	Растаптывание	Stampfen	Calpestata	Stampa	Pisada	Pisotón	Tupnięcie	墜擊	Ez	Piétiner
option_high	High		高	Alto	Высокие	Hoch	Alto	Hög	Alto	Alto	Wysokie	高	Yüksek	Élevé
option_medium	Medium		中	Medio	Средние	Mittel	Medio	Medium	Médio	Medio	Średnie	中	Orta	Moyen
option_low	Low		低	Bajo	Низкие	Niedrig	Basso	Låg	Baixo	Bajo	Niskie	低	Düşük	Faible
option_hard_shadows	Hard Shadows		最低	Sombras Definidas	Чёткие тени	Harte Schatten	Ombre Definite	Svåra Skuggor	Sombras Definidas	Sombras definidas	Twarde Cienie	最低	Sert Gölgeler	Ombres définies
